JB003676230,01-06-2023,203.00,SOVA Recon
JC003631332,01-06-2023,364.00,SOVA Recon
JD003801633,01-06-2023,142.80,SOVA Recon
JI003918048,01-06-2023,142.80,SOVA Recon
JL003729940,01-06-2023,175.00,SOVA Recon
JO003735837,01-06-2023,182.00,SOVA Recon
JO003769365,01-06-2023,224.00,SOVA Recon
JR003499384,01-06-2023,138.60,SOVA Recon
KL003675903,01-06-2023,56.00,SOVA Recon
KL003691120,01-06-2023,196.00,SOVA Recon
KL003889022,01-06-2023,81.60,SOVA Recon
KO003540871,01-06-2023,165.60,SOVA Recon
LC003950485,01-06-2023,122.40,SOVA Recon
LD003513557,01-06-2023,259.20,SOVA Recon
LG003732711,01-06-2023,231.00,SOVA Recon
LJ003599760,01-06-2023,597.60,SOVA Recon
LR003782918,01-06-2023,224.00,SOVA Recon
LW003658123,01-06-2023,466.20,SOVA Recon
LY003732695,01-06-2023,266.00,SOVA Recon
LZ003680048,01-06-2023,245.00,SOVA Recon
MD003831142,01-06-2023,175.00,SOVA Recon
MJ003832122,01-06-2023,224.40,SOVA Recon
MT003983937,01-06-2023,129.20,SOVA Recon
MU003575080,01-06-2023,108.00,SOVA Recon
MU003684316,01-06-2023,295.20,SOVA Recon
MY003631365,01-06-2023,182.00,SOVA Recon
MY004176613,01-25-24,251.60,MDFDECEMBER2023-22
NA003910085,01-06-2023,88.40,SOVA Recon
NB003792234,01-06-2023,266.00,SOVA Recon
NH004183369,01-25-24,129.20,MDFDECEMBER2023-9
NK003718798,01-06-2023,112.00,SOVA Recon
NS003528622,01-06-2023,280.80,SOVA Recon
NT003676309,01-06-2023,84.00,SOVA Recon
OC003702093,01-25-24,500.00,SOVA Add-on 01-25-24
OM003759728,01-06-2023,70.00,SOVA Recon
OP003774331,01-06-2023,98.00,SOVA Recon
OP003838319,01-06-2023,204.00,SOVA Recon
OU003892933,01-06-2023,154.00,SOVA Recon
OU003961279,01-06-2023,285.60,SOVA Recon
OUR02839,12-31-21,2002.96,Double payment of salary attributed ot sytem cost
OUR02839,12-31-21,-2700.00,League Bonus applied to System
OUR02839,02-15-22,697.04,Clean up
OUR03094,10-22-21,2000.00,Cash deal canceled after 3 days
OUR03317,12-27-21,-0.40,Recon
OUR03487,11-29-22,400.00,
OUR03594,12-27-21,-0.40,Recon
OUR03883,12-02-2021,2000.00,Cash deal canceled after 3 days
OUR03897,12-31-21,-0.60,Recon
OUR03941,01-06-2023,-12240.00,Payment handled by Caleb
OUR03966,07-20-22,8000.00,CASH DEAL canceled after 3 days
OUR03977,12-31-21,1700.00,Loan Fee difference
OUR04071,09-26-22,0,offsetting concert fee difference
OUR04071,11-23-22,0.03,Reconciling Difference
OUR04072,02-07-2022,-912.28,Loan Fee after funding
OUR04076,12-31-21,-56000.00,Owner System
OUR04081,09-26-22,0,offsetting concert fee difference
OUR04081,11-23-22,250.00,CT installation
OUR04090,03-17-22,-1450.00,Wrong fee
OUR04092,01-25-22,1840.00,TOPCU looan fee
OUR04122,11-30-22,9895.00,Service Revenue - panel removal/reinstallation
OUR04123,01-06-2023,-5000.00,M1 was noted as $5000 rebate
OUR04137,01-25-24,299.20,MDFDECEMBER2023-26 Robert & Christina Herring OUR04137
OUR04166,12-31-22,0,Loan Fee difference
OUR04230,01-25-22,1150.75,No loan fee on the cash
OUR04277,05-02-2024,402.80,MDFMARCH2024-30
OUR04281,05-02-2024,272.00,MDFMARCH2024-25
OUR04300,02-15-22,-1650.00,TOPCU looan fee
OUR04368,01-06-2023,4369.20,Module relocation costs
OUR04368,01-25-24,120.00,MDFDECEMBER2023-7
OUR04372,05-02-2024,352.00,MDFMARCH2024-29
OUR04388,01-25-24,200.00,MDFDECEMBER2023-18
OUR04406,07-20-22,2000.00,CASH DEAL canceled after 3 days
OUR04409,11-30-22,,Concert Cancellation Fee
OUR04409,02-20-23,-1064.15,Concert Cancellation Fee
OUR04432,01-25-24,456.00,MDFDECEMBER2023-29
OUR04437,11-23-22,-125.88,Distributor OptOut Fee - Dividend
OUR04437,12-22-22,125.88,Dividend Dealer Fee
OUR04441,05-02-2024,312.00,MDFMARCH2024-27
OUR04442,11-22-22,544.16,Offsetting Concert Loan Fee Difference
OUR04446,01-25-24,96.00,MDFDECEMBER2023-4
OUR04476,11-29-22,30.00,
OUR04520,01-25-24,44.61,MDFDECEMBER2023-1
OUR04525,05-02-2024,336.00,MDFMARCH2024-28
OUR04539,03-20-24,840.00,EPC Add on
OUR04543,05-02-2024,272.00,MDFMARCH2024-24
OUR04555,01-25-24,144.00,MDFDECEMBER2023-10
OUR04576,03-01-2023,-1838.67,Concert Dealer Fee
OUR04599,05-02-2024,224.00,MDFMARCH2024-19
OUR04618,01-25-24,84.82,MDFDECEMBER2023-3
OUR04618,03-22-24,2284.82,EPC Add on & additional SOVA funding
OUR04618,05-02-2024,91.18,MDFMARCH2024-3
OUR04631,01-25-24,176.00,MDFDECEMBER2023-14
OUR04633,05-02-2024,72.00,MDFMARCH2024-2
OUR04637,01-04-2023,-540.34,SerFi Dealer Fee
OUR04645,01-25-24,152.00,MDFDECEMBER2023-12
OUR04671,05-02-2024,272.00,MDFMARCH2024-23
OUR04683,01-05-2023,,TOPCU Dealer Fee Recon
OUR04686,11-28-22,-0.25,Concert Payoff Amount
OUR04688,01-25-24,208.00,MDFDECEMBER2023-19
OUR04693,05-02-2024,152.00,MDFMARCH2024-12
OUR04700,06-30-23,-28106.81,"Bankruptcy Settlement Payment $5,400, cannot collect from HO, already with Legal advice from Lee"
OUR04705,01-04-2023,-709.37,SerFi Dealer Fee
OUR04709,01-04-2023,-445.63,SerFi Dealer Fee
OUR04710,05-02-2024,128.00,MDFMARCH2024-6
OUR04721,05-02-2024,216.00,MDFMARCH2024-16
OUR04731,03-29-23,0.02,Sunnova Dealer Fee
OUR04731,05-02-2024,152.00,MDFMARCH2024-11
OUR04762,05-02-2024,120.00,MDFMARCH2024-5
OUR04769,11-29-22,-773.92,
OUR04802,01-04-2023,-965.04,SerFi Dealer Fee
OUR04846,11-29-22,-1715.51,Stripe Fees
OUR04846,02-15-23,-875.36,Discount on Stripe Invoice to cover recent utility bills
OUR04853,06-30-23,5825.70,Stripe Payment - removal & reinstall of panels
OUR04862,11-29-22,-181.26,
OUR04867,01-25-24,232.00,MDFDECEMBER2023-21
OUR04871,02-07-2023,-601.06,APS BIll paid by HO June 2022 - January 2023
OUR04871,07-11-2023,601.06,APS BIll paid by HO June 2022 - January 2023 Deducted from M3
OUR04882,01-25-24,320.00,MDFDECEMBER2023-27
OUR04920,09-24-22,629.75,offsetting concert fee difference
OUR04922,05-02-2024,256.00,MDFMARCH2024-21
OUR04925,01-05-2023,80.00,Cash fee
OUR04931,01-04-2023,-491.14,SerFi Dealer Fee
OUR04932,01-06-2023,288.00,SOVA Recon
OUR04968,01-25-24,296.00,MDFDECEMBER2023-25
OUR04976,12-09-2022,-8.00,Stripe Fee
OUR04976,07-11-2023,-1000.00,Discount approved by Codi for compensation for emotional & physical suffering
OUR05023,03-13-23,-16.40,Stripe Fee
OUR05023,03-13-24,-3000.00,Load Controller was removed
OUR05036,11-29-22,-126.62,
OUR05041,09-24-22,-381.03,offsetting concert fee difference
OUR05044,01-25-24,184.00,MDFDECEMBER2023-16
OUR05055,07-11-2023,-5.00,Stripe Fee
OUR05061,05-02-2024,144.00,MDFMARCH2024-10
OUR05067,09-26-22,374.92,offsetting concert fee difference
OUR05073,09-24-22,728.92,offsetting concert fee difference
OUR05099,01-06-2023,-89.04,SOVA Recon
OUR05102,05-02-2024,28.65,MDFMARCH2024-1
OUR05110,01-04-2023,-547.50,SerFi Dealer Fee
OUR05114,09-24-22,-283.75,offsetting concert fee difference
OUR05115,09-24-22,-230.00,offsetting concert fee difference
OUR05116,11-29-22,0.20,
OUR05129,03-30-23,9.44,EPC Add-On Overpayment 03-20-23
OUR05129,01-25-24,152.00,MDFDECEMBER2023-13
OUR05134,01-25-24,256.00,MDFDECEMBER2023-23
OUR05135,12-07-2022,-1984.96,Concert Cancellation Fee
OUR05136,06-29-22,3298.00,Cash adjustment
OUR05138,03-20-24,5200.38,Stripe Payment-13 Panel Removal
OUR05140,11-29-22,-461.98,
OUR05145,09-24-22,,offsetting concert fee difference
OUR05148,09-24-22,0,offsetting concert fee difference
OUR05153,09-24-22,390.00,offsetting concert fee difference
OUR05155,09-24-22,-429.78,offsetting concert fee difference
OUR05157,03-02-2023,-155.30,Concert Dealer Fee
OUR05160,11-22-22,356.70,Offsetting Concert Loan Fee Difference
OUR05162,09-24-22,824.89,offsetting concert fee difference
OUR05163,09-24-22,353.41,offsetting concert fee difference
OUR05167,09-24-22,378.89,offsetting concert fee difference
OUR05171,09-24-22,,offsetting concert fee difference
OUR05174,09-24-22,308.51,offsetting concert fee difference
OUR05176,09-24-22,400.00,offsetting concert fee difference
OUR05177,05-02-2024,264.00,MDFMARCH2024-22
OUR05181,09-24-22,240.00,offsetting concert fee difference
OUR05190,09-24-22,240.00,offsetting concert fee difference
OUR05192,09-24-22,558.09,offsetting concert fee difference
OUR05196,09-24-22,346.17,offsetting concert fee difference
OUR05199,03-30-23,1984.44,EPC Add-On Overpayment 03-20-23
OUR05199,01-25-24,280.00,MDFDECEMBER2023-24
OUR05200,09-24-22,308.82,offsetting concert fee difference
OUR05202,09-24-22,343.17,offsetting concert fee difference
OUR05204,09-24-22,554.63,offsetting concert fee difference
OUR05206,09-24-22,226.00,offsetting concert fee difference
OUR05209,11-22-22,471.54,Offsetting Concert Loan Fee Difference
OUR05211,09-24-22,271.04,offsetting concert fee difference
OUR05225,01-04-2023,108.43,SerFi Dealer Fee
OUR05226,11-29-22,-163.16,
OUR05235,09-24-22,-230.00,offsetting concert fee difference
OUR05240,07-20-22,2000.00,CASH DEAL canceled after 3 days
OUR05261,01-06-2023,-5.30,SOVA Recon
OUR05261,01-25-24,104.00,MDFDECEMBER2023-5
OUR05264,02-20-23,154.09,SerFi Dealer Fee
OUR05269,09-24-22,230.37,offsetting concert fee difference
OUR05285,01-04-2023,-549.47,SerFi Dealer Fee
OUR05294,07-20-22,2000.00,CASH DEAL canceled after 3 days
OUR05295,01-06-2023,255.64,SOVA Recon
OUR05295,05-02-2024,112.00,MDFMARCH2024-4
OUR05302,09-24-22,-440.00,offsetting concert fee difference
OUR05320,09-24-22,-311.30,offsetting concert fee difference
OUR05325,09-24-22,-294.70,offsetting concert fee difference
OUR05332,05-02-2024,128.00,MDFMARCH2024-8
OUR05338,09-26-22,0,offsetting concert fee difference
OUR05338,11-23-22,200.00,CT installation
OUR05365,01-04-2023,-1203.38,SerFi Dealer Fee
OUR05368,01-04-2023,-548.05,SerFi Dealer Fee
OUR05379,09-24-22,-357.29,offsetting concert fee difference
OUR05381,11-22-22,-688.18,Offsetting Concert Loan Fee Difference
OUR05408,11-22-22,476.39,Offsetting Concert Loan Fee Difference
OUR05408,01-17-23,-887.30,Cancellation Fee
OUR05413,09-24-22,492.51,offsetting concert fee difference
OUR05419,12-09-2022,-174.30,Stripe Fee
OUR05439,07-20-22,2000.00,CASH DEAL canceled after 3 days
OUR05466,09-24-22,230.60,offsetting concert fee difference
OUR05472,03-30-23,1691.37,EPC Add-On Overpayment 03-20-23
OUR05472,05-02-2024,296.00,MDFMARCH2024-26
OUR05478,01-06-2023,600.00,SOVA Recon
OUR05478,01-25-24,200.00,MDFDECEMBER2023-17
OUR05487,11-29-22,-8.00,
OUR05492,05-02-2024,-2295.00,Concert Dealer Fee Variance
OUR05507,07-11-2023,249.73,Stripe Payment - CT Install
OUR05535,09-26-22,0,offsetting concert fee difference
OUR05535,11-23-22,242.45,CT installation
OUR05558,07-25-23,-4031.13,Dividend Dealer Fee
OUR05565,07-22-22,0,Service Revenue
OUR05565,11-23-22,2912.70,Removal and Reinstallation of Panels
OUR05581,01-06-2023,-9.00,Stripe Fee
OUR05585,11-29-22,-25.00,
OUR05608,11-29-22,-237.64,
OUR05635,03-30-23,516.35,EPC Add-On Overpayment 03-20-23
OUR05643,08-25-23,-10.00,Stripe Fee
OUR05649,10-20-23,3600.00,Check# 136 removal and reinstal of panels
OUR05658,09-24-22,435.20,offsetting concert fee difference
OUR05664,03-21-24,1042.80,Net of EPC Add-On and Dealer Fee Variance
OUR05669,07-11-2023,195.56,CheckRecent #23873 - Overpayment Refund
OUR05669,07-11-2023,0.40,Refund Variance CheckRecent #23873 - Overpayment Refund
OUR05669,08-25-23,-5.00,Stripe Fee
OUR05673,06-30-23,248.00,Stripe Payment - CT
OUR05673,05-02-2024,970.00,Stripe Payment - Bird Netting
OUR05676,11-22-22,337.01,Offsetting Concert Loan Fee Difference
OUR05681,01-06-2023,426.60,SOVA Recon
OUR05681,05-02-2024,142.20,MDFMARCH2024-9
OUR05689,03-30-23,888.00,EPC Add-On Overpayment 03-20-23
OUR05693,09-24-22,204.82,offsetting concert fee difference
OUR05698,09-24-22,-252.66,offsetting concert fee difference
OUR05719,01-04-2023,-757.79,SerFi Dealer Fee
OUR05727,03-30-23,855.94,EPC Add-On Overpayment 03-20-23
OUR05736,10-05-2022,2000.00,Offsetting Cash difference
OUR05741,04-21-23,-10.00,Stripe Fee
OUR05746,11-29-22,480.00,OWE CASH Fee offset
OUR05758,11-28-22,-20.00,OWE Cash Offset
OUR05759,01-04-2023,2241.74,SerFi Dealer Fee
OUR05784,11-07-2023,6214.10,Stripe Payment - Removal & Reinstall of 16 Panels
OUR05796,10-20-23,492.00,Stripe Payment - Consumption Monitor (CT)
OUR05803,11-29-22,-5.00,
OUR05808,11-22-22,606.02,Offsetting Concert Loan Fee Difference
OUR05808,11-22-22,-1644.28,Concert Cancellation Fee
OUR05831,05-02-2024,128.00,MDFMARCH2024-7
OUR05837,10-04-2022,-1142.49,Offsetting SLF Loan fee difference
OUR05847,01-06-2023,792.00,SOVA Recon
OUR05863,09-24-22,442.80,offsetting concert fee difference
OUR05865,11-29-22,-10.00,
OUR05883,11-22-22,,Concert Cancellation Fee
OUR05883,03-02-2023,-800.79,Concert Cancellation Fee
OUR05883,03-31-23,-800.79,Concert Cancellation Fee
OUR05883,07-11-2023,-800.79,System was canceled and that cost money to financier
OUR05883,05-08-2024,-800.79,Cancel fee from Financier
OUR05894,12-07-2022,-1721.53,Concert Cancellation Fee
OUR05899,09-24-22,780.00,offsetting concert fee difference
OUR05905,01-06-2023,600.00,SOVA Recon
OUR05906,03-21-24,758.40,Net of EPC Add-On and Dealer Fee Variance
OUR05907,01-28-23,,SOVA Dealer Fee
OUR05907,03-30-23,1368.00,EPC Add-On Overpayment 03-20-23
OUR05913,01-25-24,128.00,MDFDECEMBER2023-8
OUR05920,10-05-2022,2000.00,Offsetting Cash difference
OUR05933,06-30-23,249.73,Stripe Payment - CT Device Installation
OUR05942,01-06-2023,480.00,SOVA Recon
OUR05942,04-20-23,-3500.00,Check #8906-Uninstalling Panels
OUR05942,09-06-2023,3500.00,Check #8907 Post Roof
OUR05942,09-14-23,7000.00,Uninstalling Panels
OUR05942,05-02-2024,160.00,MDFMARCH2024-13
OUR05955,11-30-22,454.93,Concert Dealer Fee
OUR05955,06-30-23,-1442.12,Pay-off Amount Difference - Cancellation Fee
OUR05963,03-30-23,1200.30,EPC Add-On Overpayment 03-20-23
OUR05970,05-08-2024,-4295.89,Cancel fee from Financier
OUR05983,03-30-23,1008.08,EPC Add-On Overpayment 03-20-23
OUR05999,12-30-22,-8.00,Stripe Fee
OUR06015,02-15-23,-483.94,Stripe Fee
OUR06025,03-21-24,528.00,Net of EPC Add-On and Dealer Fee Variance
OUR06044,11-22-22,500.47,Offsetting Concert Loan Fee Difference
OUR06066,11-28-22,-1298.68,Concert Payoff Amount
OUR06079,12-29-22,242.45,CT Consumption
OUR06108,09-26-22,0,offsetting concert fee difference
OUR06108,11-23-22,242.45,CT installation
OUR06125,01-11-2023,-100.00,Personal expenses charged to OWE by HO to paint conduit
OUR06156,11-28-22,2000.00,OWE Cash Offset
OUR06161,01-06-2023,-1224.55,"car damage repair total $1,224.55"
OUR06161,01-06-2023,-269.72,"Stripe Fee for invoice amounting to 9,290.40"
OUR06165,07-20-22,2000.00,CASH DEAL canceled after 3 days
OUR06171,10-04-2022,-2875.17,Offsetting SLF Loan fee difference
OUR06174,09-26-22,0,offsetting concert fee difference
OUR06174,11-23-22,242.45,CT installation
OUR06177,03-21-24,-332.68,Net of EPC Add-On and Dealer Fee Variance
OUR06178,01-06-2023,816.00,SOVA Recon
OUR06184,12-30-22,-5.00,Stripe Fee
OUR06186,09-24-22,-437.11,offsetting concert fee difference
OUR06191,12-01-2023,-5.00,Stripe Fee
OUR06209,01-11-2023,-689.30,Concert Dealer Fee Variance
OUR06212,06-30-23,250.00,CT Device Install
OUR06218,09-24-22,1235.85,offsetting concert fee difference
OUR06243,09-24-22,-429.00,offsetting concert fee difference
OUR06244,09-26-22,0,offsetting concert fee difference
OUR06244,11-23-22,655.12,Bird Netting Payment
OUR06256,07-20-22,2000.00,CASH DEAL canceled after 3 days
OUR06277,11-29-22,250.00,
OUR06309,12-09-2022,-799.28,Stripe Fee
OUR06309,01-24-23,-0.24,
OUR06313,12-30-22,-5.00,Stripe Fee
OUR06329,09-24-22,633.23,offsetting concert fee difference
OUR06336,05-02-2024,256.00,MDFMARCH2024-20
OUR06357,05-08-2024,-345.80,Cancel fee from Financier
OUR06358,11-22-22,-1262.71,Concert Cancellation Fee
OUR06398,03-21-24,-134.23,Net of EPC Add-On and Dealer Fee Variance
OUR06401,03-30-23,3030.00,EPC Add-On Overpayment 03-20-23
OUR06410,12-07-2022,-1228.58,Concert Cancellation Fee
OUR06411,09-24-22,283.08,offsetting concert fee difference
OUR06421,09-28-22,-374.00,Offsetting SLF Loan fee difference
OUR06431,01-06-2023,521.40,SOVA Recon
OUR06431,05-02-2024,173.80,MDFMARCH2024-14
OUR06439,10-05-2022,2000.00,Offsetting Cash difference
OUR06440,07-25-23,233.52,Dividend Dealer Fee
OUR06457,01-25-24,112.00,MDFDECEMBER2023-6
OUR06458,01-06-2023,663.60,SOVA Recon
OUR06458,05-02-2024,221.20,MDFMARCH2024-18
OUR06466,08-25-23,-3000.00,"M3 portion waived, approved by Travis"
OUR06466,12-01-2023,-5.00,Stripe Fee
OUR06470,12-06-2022,-525.00,SLF Dealer Fee Recon
OUR06478,03-30-23,38.00,EPC Add-On Overpayment 03-20-23
OUR06490,12-05-2022,-389.08,SLF Dealer Fee Recon
OUR06494,03-20-23,400.00,Replacement and Installation of Solar Panels
OUR06500,04-20-23,499.76,Stripe Payment-Internal sub replacement-Service Revenue
OUR06504,11-28-22,-2359.03,Concert Payoff Amount
OUR06521,09-28-22,-538.45,Offsetting SLF Loan fee difference
OUR06528,02-17-23,1494.93,Cash Computation on Dealer Fee
OUR06541,11-29-22,-364.15,
OUR06550,09-28-22,-196.19,Offsetting SLF Loan fee difference
OUR06564,03-20-23,-2292.21,Cancellation Fee
OUR06566,06-30-23,4200.25,Removal & reinstallation of Panels
OUR06572,10-05-2022,0,Offsetting Cash difference
OUR06574,11-28-22,-929.09,Concert Payoff Amount
OUR06576,01-04-2023,465.57,SerFi Dealer Fee
OUR06579,09-24-22,-570.01,offsetting concert fee difference
OUR06589,09-28-22,-352.50,Offsetting SLF Loan fee difference
OUR06596,11-28-22,-799.66,Concert Payoff Amount
OUR06650,03-21-24,-408.01,Net of EPC Add-On and Dealer Fee Variance
OUR06663,11-29-22,-223.01,
OUR06664,02-03-2023,30.00,Enerbank Reversal of Loan Payback
OUR06676,11-28-23,13500.00,Enphase Battery
OUR06676,11-28-23,-8.00,Stripe Fee
OUR06690,09-24-22,,offsetting concert fee difference
OUR06690,11-22-22,180.13,Offsetting Concert Loan Fee Difference
OUR06697,03-21-24,-1489.56,Net of EPC Add-On and Dealer Fee Variance
OUR06707,11-29-22,-618.14,
OUR06708,11-28-22,-844.29,Concert Payoff Amount
OUR06716,02-15-23,-1.00,Stripe Fee
OUR06731,03-20-24,-2322.17,Codi Discounted for HO
OUR06778,09-28-22,-512.35,Offsetting SLF Loan fee difference
OUR06787,03-21-24,-229.39,Net of EPC Add-On and Dealer Fee Variance
OUR06798,03-30-23,912.00,EPC Add-On Overpayment 03-20-23
OUR06802,11-29-22,-10.00,
OUR06808,09-28-22,-327.67,Offsetting SLF Loan fee difference
OUR06809,07-20-22,2000.00,CASH DEAL canceled after 3 days
OUR06815,03-23-23,-588.11,Concert Cancellation Fee
OUR06818,03-28-23,-307.42,Cancellation Fee
OUR06818,07-24-23,2184.45,Removal & Re installation of Panels
OUR06820,12-07-2022,-2153.29,Concert Cancellation Fee
OUR06822,11-23-22,2000.00,Main Panel Upgrade
OUR06828,09-28-22,-496.78,Offsetting SLF Loan fee difference
OUR06839,11-22-22,-1611.28,Concert Cancellation Fee
OUR06859,09-28-22,-199.57,Offsetting SLF Loan fee difference
OUR06860,09-28-22,-214.63,Offsetting SLF Loan fee difference
OUR06868,09-24-22,210.78,offsetting concert fee difference
OUR06878,11-28-22,-412.66,Concert Payoff Amount
OUR06884,11-22-22,-1698.52,Concert Cancellation Fee
OUR06894,07-10-2023,6700.00,"Overpayment, Check #1042 - M3 for M2/M3"
OUR06910,09-26-22,0,offsetting concert fee difference
OUR06910,11-23-22,975.00,Bird Netting Payment
OUR06917,03-23-23,-1215.81,Concert Cancellation Fee
OUR06940,09-20-22,3542.18,CASH portion for ROOF (Computation Dealer Fee)
OUR06940,11-23-22,,"Roofing Project Check #2051811 $15,750.00"
OUR06940,12-29-22,,CASH portion for Roof Check #2051811
OUR06947,10-16-23,1695.00,Removal & Re-Installation of Panels
OUR06965,03-30-23,-5.00,Stripe Fee
OUR06965,12-01-2023,-5.00,Stripe Fee
OUR06977,03-01-2023,1764.00,"TOPCU, no dealer fee"
OUR06996,01-18-24,-2000.00,Discount Approved by Travis in Podio
OUR07008,01-20-23,-131.95,Dividend Dealer Fee Recon
OUR07013,11-01-2023,6300.00,Check #1350 - removal and reinstal of panels
OUR07044,05-02-2024,184.00,MDFMARCH2024-15
OUR07050,02-02-2023,-10.00,Stripe Fee
OUR07058,09-24-22,500.62,offsetting concert fee difference
OUR07065,03-09-2023,1550.00,Check #1137-downpayment for racking
OUR07065,04-20-23,1550.00,QuickBooks Payment ID 761-981-Racking
OUR07089,10-05-2022,786.51,Offsetting SLF Loan fee difference
OUR07095,01-07-2023,-523.18,SLF Recon
OUR07119,01-06-2023,291.25,Check 103 Fee-Service Revenue -Micro Inverter Diff
OUR07141,12-04-2022,436.65,Partial payment for equipment relocation
OUR07141,12-29-22,1000.00,09/19/2022 Retention-1; Overpayment reim.
OUR07148,12-09-2022,-5.00,Stripe Fee
OUR07153,02-28-23,-58.30,Stripe Fee
OUR07153,05-08-2024,58.30,Down Payment STripe Fee
OUR07160,09-28-22,-507.93,Offsetting SLF Loan fee difference
OUR07172,11-29-22,-96.81,
OUR07189,02-28-23,-87.35,Stripe Fee
OUR07189,03-17-23,-6.40,Stripe Fee
OUR07195,08-25-23,-930.00,Discount by Caleb due to delays
OUR07213-C,01-06-2023,-2251.31,Concert loan Payback
OUR07216,11-23-22,2249.00,Cash Downpayment Fee Percentage
OUR07228,09-24-22,1290.00,offsetting concert fee difference
OUR07234,03-20-23,-693.50,Cancellation Fee
OUR07237,03-21-24,177.44,Net of EPC Add-On and Dealer Fee Variance
OUR07240,11-28-22,16000.00,Roof Work Payment
OUR07247,01-31-23,-1607.48,Concert Cancellation Fee
OUR07251,01-04-2023,-762.98,SerFi Dealer Fee
OUR07253,10-05-2022,2000.00,Offsetting Cash difference
OUR07272,02-19-23,-446.62,Sunlight Dealer Fee
OUR07274,09-29-23,3495.30,Stripe Payment - Removal & Re Installation of Panels
OUR07296,03-21-24,-728.68,Net of EPC Add-On and Dealer Fee Variance
OUR07297,09-28-22,2185.08,Offsetting SLF Loan fee difference
OUR07304,09-28-22,-225.87,Offsetting SLF Loan fee difference
OUR07307,11-22-22,348.06,Offsetting Concert Loan Fee Difference
OUR07309,03-31-23,496.00,Stripe Payment - CT Device
OUR07310,03-21-24,-870.85,Net of EPC Add-On and Dealer Fee Variance
OUR07348,10-05-2022,598.00,Offsetting SLF Loan fee difference
OUR07374,09-28-22,719.10,Offsetting SLF Loan fee difference
OUR07385,03-17-23,-5.00,Stripe Fee
OUR07398,07-20-22,2000.00,CASH DEAL canceled after 3 days
OUR07399,02-02-2023,-1.20,Stripe Fee
OUR07432,03-21-24,-717.47,Net of EPC Add-On and Dealer Fee Variance
OUR07439,02-02-2023,-5.00,Stripe Fee
