6074255,,379.01,Promo,03-16-19
6074278,100,500.00,Rebate,03-13-19
6074895,,351.92,Promo,03-12-19
6075125,,438.42,Rebate,03-25-19
6075139,,379.01,Promo,03-13-19
6075854,,350.00,Promo,03-19-19
6076640,,350.00,Promo,03-14-19
6076709,,500.00,Rebate,04-24-19
6077547,,382.19,Promo,03-15-19
6078175,100,500.00,Rebate,03-16-19
6079611,,379.01,Promo,03-22-19
6080508,100,500.00,Rebate,03-29-19
6080854,100,500.00,Rebate,03-21-19
6081331,,350.00,Promo,03-21-19
6081385,100,500.00,Rebate,09-10-19
6081412,,351.92,Promo,03-21-19
6081524,100,500.00,Rebate,03-22-19
6082121,,352.55,Promo,03-26-19
6082121,100,500.00,Rebate,03-26-19
6082141,,399.33,Promo,06-01-19
6082141,100,750.00,Rebate,06-01-19
6082262,,350.00,Promo,03-23-19
6082262,,500.00,Rebate,03-23-19
6082273,,379.01,Promo,03-23-19
6082496,,350.00,Promo,03-23-19
6083620,100,1500.00,Rebate,07-01-20
6084622,,347.59,Promo,03-29-19
6085144,,500.00,Rebate,03-28-19
6086220,100,500.00,Rebate,04-04-19
6086246,,354.14,Promo,03-30-19
6086484,,379.00,Promo,03-29-19
6087277,,379.01,Promo,04-02-19
6087277,100,500.00,Rebate,04-02-19
6087403,,379.00,Promo,04-01-19
6088030,,500.00,Rebate,09-23-20
6088181,100,300.00,Rebate,04-02-19
6088193,,200.00,Retention-1,04-02-19
6090934,100,500.00,Rebate,04-05-19
6093116,,500.00,Rebate,04-11-19
6094464,,1000.00,Rebate,06-12-19
6095328,100,500.00,Rebate,04-19-19
6095413,,382.19,Promo,04-12-19
6096361,100,500.00,Rebate,04-15-19
6096623,,500.00,Promo,05-16-19
6096623,,500.00,Rebate,05-16-19
6096915,,500.00,Promo,07-06-19
6096915,100,500.00,Rebate,07-06-19
6098110,,500.00,Rebate,04-19-19
6098690,100,500.00,Rebate,04-22-19
6101604,,500.00,Rebate,04-20-19
6101809,,1000.00,Retention-1,01-07-20
6102599,100,300.00,Rebate,04-24-19
6102737,,1000.00,Rebate,04-24-19
6103197,,,Promo,07-30-19
6103197,100,1000.00,Rebate,07-30-19
6103763,100,500.00,Rebate,04-24-19
6104452,,900.00,Retention-1,04-25-19
6105324,,174.72,Retention-1,11-25-19
6108329,100,500.00,Rebate,05-02-19
6109098,100,500.00,Rebate,05-01-19
6109568,,500.00,Rebate,05-08-19
6111202,100,1000.00,Rebate,10-22-19
6112234,100,500.00,Rebate,05-07-19
6115810,,500.00,Promo,05-22-19
6115810,,500.00,Rebate,05-22-19
6118084,,500.00,Rebate,05-13-19
6119471,100,500.00,Rebate,05-16-19
6123240,,750.00,Rebate,03-28-20
6125069,100,500.00,Rebate,05-25-19
6125366,100,500.00,Rebate,05-22-19
6125850,100,1000.00,Rebate,05-24-19
6126849,100,1000.00,Rebate,01-14-20
6128036,,100.00,Retention-1,05-25-19
6129191,,500.00,Rebate,02-03-21
6129324,,500.00,Rebate,05-28-19
6131124,,500.00,Rebate,06-07-19
6132328,,150.00,Promo,05-31-19
6132706,,750.00,Rebate,06-01-19
6133994,100,500.00,Rebate,06-03-19
6134362,,750.00,Rebate,06-04-19
6134362,,185.75,Retention-1,09-14-20
6134362,0,64.25,Promo,11-25-20
6135774,,500.00,Rebate,06-12-19
6136632,100,500.00,Rebate,08-01-19
6137464,,500.00,Rebate,07-23-19
6139508,,100.00,Retention-1,06-10-19
6141868,100,300.00,Rebate,06-26-19
6142308,,500.00,Promo,07-02-19
6142744,,500.00,Rebate,05-28-21
6143346,,500.00,Rebate,03-09-21
6143384,,1000.00,Promo,06-21-19
6144999,,1000.00,Promo,06-20-19
6145116,100,500.00,Rebate,06-19-19
6145411,,1000.00,Promo,06-20-19
6145493,,400.00,Promo,06-18-19
6145493,,500.00,Rebate,06-18-19
6146645,100,300.00,Rebate,06-20-19
6147526,100,500.00,Rebate,06-19-19
6148077,,351.92,Promo,07-16-19
6148077,100,1000.00,Rebate,07-16-19
6148077,0,,Retention-1,07-16-19
6148657,100,1000.00,Rebate,06-21-19
6149189,,1000.00,Promo,06-21-19
6150137,,1000.00,Promo,06-22-19
6151347,0,394.04,Retention-1,08-08-20
6151684,,500.00,Rebate,06-27-19
6153751,100,250.00,Rebate,06-28-19
6154711,,1000.00,Rebate,03-23-21
6156031,,500.00,Promo,07-03-19
6156253,100,1000.00,Rebate,07-03-19
6156597,,500.00,Rebate,05-20-20
6156740,,500.00,Promo,07-05-19
6156976,,500.00,Promo,07-05-19
6157372,,500.00,Promo,07-03-19
6157421,,500.00,Promo,07-04-19
6157421,0,300.00,Retention-1,04-20-21
6157421,0,672.00,Retention-2,05-21-21
6157543,,1500.00,Rebate,07-06-19
6157543,,100.00,Retention-1,07-06-19
6157742,,500.00,Promo,07-05-19
6158033,,500.00,Promo,07-05-19
6160725,250,1000.00,Rebate,07-20-19
6160725,,200.00,Retention-1,07-20-19
6161451,50,1000.00,Rebate,06-16-20
6163213,100,500.00,Rebate,08-26-19
6167212,100,500.00,Rebate,08-01-19
6167811,250,1000.00,Rebate,04-14-20
6167908,,500.00,Rebate,08-03-19
6168123,,250.00,Retention-1,01-08-21
6168946,,500.00,Rebate,07-20-19
6169202,,500.00,Rebate,07-20-19
6169811,,500.00,Rebate,07-22-19
6170954,0,1000.00,Rebate,07-24-19
6171030,100,500.00,Rebate,07-23-19
6171347,100,500.00,Rebate,07-23-19
6171624,100,500.00,Rebate,07-24-19
6172360,,350.00,Retention-1,03-04-21
6172437,100,250.00,Rebate,07-24-19
6173178,,351.04,Promo,08-30-19
6175059,100,250.00,Rebate,08-24-19
6175187,100,500.00,Rebate,07-27-19
6175967,100,250.00,Rebate,07-29-19
6176752,50,1000.00,Rebate,08-13-19
6177145,,1000.00,Rebate,08-26-19
6180676,0,100.00,Retention-1,06-24-20
6180845,,375.00,Rebate,08-26-19
6183143,,500.00,Rebate,08-06-19
6183340,,500.00,Rebate,08-08-19
6183550,100,1500.00,Rebate,10-10-19
6184228,100,250.00,Rebate,08-13-19
6184387,,500.00,Rebate,08-10-19
6186135,,357.01,Promo,08-09-19
6186135,100,500.00,Rebate,08-09-19
6186686,100,500.00,Rebate,08-10-19
6187423,,500.00,Rebate,10-24-19
6187425,,500.00,Rebate,09-03-19
6187761,,500.00,Rebate,08-12-19
6188905,,1000.00,Rebate,12-13-19
6189215,100,500.00,Rebate,08-13-19
6189413,100,500.00,Rebate,08-26-19
6191067,100,500.00,Rebate,08-19-19
6191067,,351.06,Promo,08-19-19
6191554,,250.00,Rebate,09-03-19
6192332,,346.48,Promo,01-21-20
6192682,100,300.00,Rebate,11-19-19
6193451,100,1000.00,Rebate,12-13-19
6194118,,2000.00,Promo,08-21-19
6194209,,375.00,Promo,08-22-19
6194209,,500.00,Rebate,08-22-19
6194712,100,250.00,Rebate,08-23-19
6195512,,500.00,Rebate,08-29-19
6195796,,347.00,Promo,08-22-19
6196093,,350.75,Promo,01-03-20
6196257,0,,Rebate,08-22-19
6196347,100,500.00,Rebate,11-26-19
6196347,,388.61,Promo,01-21-20
6196840,0,1000.00,Rebate,08-22-19
6197332,,346.48,Promo,01-21-20
6197339,,350.75,Promo,08-29-19
6197460,,1100.00,Rebate,08-22-19
6197460,,375.00,Promo,08-22-19
6197463,,375.00,Promo,08-24-19
6198235,50,500.00,Rebate,08-23-19
6198263,,500.00,Rebate,08-28-19
6199993,,500.00,Rebate,08-24-19
6200349,,500.00,Rebate,08-26-19
6200515,,500.00,Rebate,08-26-19
6201159,100,600.00,Rebate,12-27-19
6201159,,592.25,Promo,01-21-20
6203927,,500.00,Rebate,08-29-19
6203966,,353.91,Promo,08-31-19
6204049,,500.00,Rebate,08-29-19
6204096,100,250.00,Rebate,08-29-19
6205132,,351.06,Promo,08-30-19
6205132,100,500.00,Rebate,08-30-19
6205298,0,353.91,Promo,09-25-19
6205629,,356.11,Promo,08-31-19
6207967,,500.00,Rebate,09-05-19
6207967,,380.00,Retention-1,05-03-21
6209302,,500.00,Rebate,09-13-19
6209683,,500.00,Rebate,09-05-19
6210013,,500.00,Rebate,09-05-19
6210868,,500.00,Rebate,09-07-19
6211890,50,1000.00,Rebate,10-30-19
6211890,,50.00,Retention-1,06-03-20
6212435,,500.00,Rebate,09-09-19
6212976,,347.00,Promo,09-17-19
6213723,50,1000.00,Rebate,05-16-20
6213881,,343.84,Promo,11-01-19
6214964,,500.00,Rebate,09-16-19
6214964,0,100.00,Retention-1,08-08-20
6214982,,500.00,Rebate,09-12-19
6215169,,150.00,Retention-1,12-12-19
6215202,75,4000.00,Rebate,11-26-19
6215582,,375.00,Promo,09-21-19
6215582,,500.00,Rebate,09-21-19
6215804,,500.00,Rebate,09-12-19
6216548,100,500.00,Rebate,09-18-19
6216556,,500.00,Rebate,10-05-20
6217634,,1000.00,Promo,11-30-19
6217728,100,500.00,Rebate,09-16-19
6218022,,500.00,Rebate,09-16-19
6219603,,500.00,Rebate,09-20-19
6220726,,346.48,Promo,01-21-20
6222014,,100.00,Retention-1,09-20-19
6223697,,353.26,Promo,09-21-19
6223697,100,500.00,Rebate,09-21-19
6223781,,346.48,Promo,01-17-20
6226522,,500.00,Rebate,08-26-20
6226522,,95.42,Retention-1,02-02-21
6226922,,1000.00,Rebate,05-11-20
6227038,100,1000.00,Rebate,05-13-20
6228590,,,Rebate,05-01-20
6228683,,500.00,Rebate,11-09-20
6231946,,500.00,Rebate,10-01-19
6232155,100,500.00,Rebate,01-15-20
6234355,50,500.00,Rebate,11-21-19
6234730,,350.75,Promo,10-09-19
6236854,50,2500.00,Rebate,01-17-20
6238743,,343.09,Promo,02-03-20
6242026,100,500.00,Rebate,01-11-20
6242026,,217.25,Retention-1,01-24-22
6243523,,,Promo,01-21-20
6243672,,76.30,Retention-1,05-01-20
6243929,50,1000.00,Rebate,10-30-20
6245676,250,500.00,Rebate,06-20-19
6245676,,375.00,Promo,02-05-20
6248282,100,500.00,Rebate,10-24-19
6248314,100,500.00,Rebate,12-13-19
6251492,,150.00,Retention-1,02-18-20
6251682,,238.80,Promo,03-06-20
6251682,,109.00,Retention-1,10-01-20
6253671,,69.00,Retention-1,12-02-19
6254349,100,500.00,Rebate,03-10-20
6255833,100,500.00,Rebate,06-03-20
6256669,100,500.00,Rebate,04-09-20
6257566,100,500.00,Rebate,11-07-19
6257739,,100.00,Retention-1,04-09-20
6259240,,500.00,Promo,12-02-19
6261503,,300.00,Rebate,11-13-19
6261976,,448.84,Retention-1,10-03-22
6262403,100,500.00,Rebate,11-09-19
6265687,100,500.00,Rebate,12-13-19
6266750,100,500.00,Rebate,11-19-19
6267947,100,500.00,Rebate,12-11-19
6269136,100,1000.00,Rebate,11-27-19
6272063,,300.00,Rebate,11-26-19
6272560,,500.00,Rebate,11-22-19
6272895,,1000.00,Promo,11-25-19
6272980,100,500.00,Rebate,12-11-19
6275126,0,1000.00,Rebate,11-27-19
6275847,,1000.00,Promo,11-30-19
6275847,,50.00,Retention-1,01-11-20
6275968,,500.00,Rebate,05-16-20
6276205,100,1000.00,Rebate,02-24-20
6276999,100,500.00,Rebate,12-03-19
6278711,100,500.00,Rebate,12-07-19
6279793,100,500.00,Rebate,01-24-20
6280633,100,500.00,Rebate,12-09-19
6280818,100,250.00,Rebate,12-10-19
6281223,100,500.00,Rebate,12-10-19
6281236,100,500.00,Rebate,06-03-20
6282049,,1000.00,Rebate,12-13-19
6282302,100,500.00,Rebate,03-24-20
6283676,250,500.00,Rebate,05-11-20
6284110,100,500.00,Rebate,04-07-20
6284950,50,1000.00,Rebate,12-18-19
6284950,,100.00,Retention-1,04-25-20
6286251,100,500.00,Rebate,12-20-19
6287615,100,500.00,Rebate,02-14-20
6289995,0,1183.83,Retention-1,09-17-20
6291840,100,1000.00,Rebate,01-10-20
6292128,,863.52,Rebate,07-16-20
6292581,,215.22,Promo,02-28-20
6292581,100,1000.00,Rebate,04-02-20
6292581,,100.00,Retention-1,05-16-20
6293016,,2000.00,Rebate,08-20-20
6293016,50,1000.00,Retention-1,10-30-20
6293016,,588.12,Retention-2,07-19-21
6293016,,872.13,Retention-3,09-20-22
6293536,,500.00,Rebate,01-10-20
6293536,0,100.00,Retention-1,03-20-20
6295010,100,500.00,Rebate,01-11-20
6295446,,500.00,Rebate,03-09-20
6295886,,345.98,Promo,02-24-20
6296249,50,1000.00,Rebate,03-27-20
6297879,100,500.00,Rebate,01-22-20
6297894,,500.00,Rebate,02-19-20
6298524,,670.00,Retention-1,08-26-22
6299997,100,1200.00,Rebate,02-01-20
6300592,100,250.00,Rebate,01-20-20
6301404,50,500.00,Rebate,06-08-20
6301642,0,500.00,Retention-1,05-27-20
6301642,,131.89,Promo,01-07-21
6301818,,535.00,Rebate,05-18-21
6306276,,500.00,Rebate,02-09-22
6306684,,1000.00,Rebate,02-09-20
6307457,,1000.00,Rebate,02-07-20
6309320,,230.00,Retention-1,05-16-20
6309327,,100.00,Retention-1,04-25-20
6309327,,500.00,Rebate,05-16-20
6311519,0,100.00,Retention-1,08-31-20
6313239,,500.00,Rebate,02-29-20
6314675,100,1000.00,Rebate,05-26-20
6315892,,500.00,Rebate,04-03-20
6316896,,500.00,Rebate,05-21-20
6319166,,226.42,Retention-1,11-05-19
6319166,,75.46,Retention-2,05-01-20
6319486,,1000.00,Rebate,02-12-20
6321863,100,1000.00,Rebate,05-26-20
6324391,,500.00,Rebate,03-09-20
6325598,,500.00,Rebate,02-20-20
6325783,,550.00,Promo,02-24-20
6325783,100,500.00,Rebate,02-28-20
6327428,,500.00,Rebate,03-25-20
6327781,50,500.00,Rebate,03-28-20
6327879,,100.00,Retention-1,07-24-20
6330433,,500.00,Rebate,03-04-20
6330433,,143.83,Retention-1,09-28-20
6335614,100,367.82,Promo,03-05-20
6335614,50,1000.00,Rebate,03-05-20
6335837,,500.00,Rebate,03-24-20
6336009,,270.91,Promo,03-02-20
6336847,,500.00,Rebate,08-20-20
6338772,,350.00,Rebate,03-05-20
6339320,,500.00,Rebate,03-09-20
6339464,,800.00,Rebate,03-19-20
6339500,,500.00,Rebate,03-06-20
6339906,,500.00,Rebate,03-09-20
6340566,,200.00,Retention-1,06-01-20
6342289,,1000.00,Rebate,03-10-20
6342289,0,100.00,Retention-1,08-05-20
6342986,,500.00,Rebate,03-10-20
6343100,50,500.00,Rebate,06-24-20
6343861,0,463.75,Rebate,12-03-20
6345129,,435.10,Promo,03-13-20
6345589,,850.00,Rebate,03-19-20
6346195,,500.00,Rebate,03-17-20
6346706,,500.00,Rebate,03-17-20
6347041,,540.24,Rebate,07-27-20
6347369,,500.00,Rebate,03-25-20
6348117,50,,Rebate,03-20-20
6349647,,500.00,Rebate,03-23-20
6350090,50,825.00,Rebate,03-23-20
6350312,,480.00,Retention-1,03-23-20
6350330,,500.00,Rebate,04-03-20
6350879,,500.00,Rebate,04-18-20
6350907,,100.00,Retention-1,05-01-20
6351018,50,1000.00,Rebate,03-24-20
6351253,0,900.00,Rebate,03-25-20
6351421,,500.00,Rebate,03-25-20
6351831,,500.00,Rebate,03-28-20
6351909,250.00,1000.00,Rebate,04-10-20
6352560,,500.00,Rebate,04-15-20
6352560,0,50.00,Retention-1,06-24-20
6352638,250,1000.00,Rebate,03-30-20
6353028,,500.00,Rebate,03-30-20
6353028,0,1400.00,Retention-1,09-14-20
6353181,,500.00,Rebate,04-09-20
6353749,,500.00,Rebate,04-07-20
6353989,,500.00,Rebate,04-04-20
6354204,,500.00,Rebate,04-03-20
6354268,,500.00,Rebate,04-04-20
6354282,,500.00,Rebate,04-03-20
6354569,,500.00,Rebate,04-24-20
6354845,,500.00,Rebate,04-24-20
6354969,,500.00,Rebate,04-04-20
6355080,,500.00,Rebate,04-09-20
6355641,,500.00,Rebate,04-09-20
6355661,,500.00,Rebate,04-09-20
6356671,50,1000.00,Rebate,06-01-20
6356671,,295.70,Retention-1,01-19-21
6357144,,500.00,Rebate,04-10-20
6357442,,500.00,Rebate,04-14-20
6357751,,500.00,Rebate,09-09-20
6357751,,500.00,Retention-1,04-16-21
6357767,250,1000.00,Rebate,04-15-20
6358401,0,355.87,Retention-1,07-21-20
6358401,50,500.00,Promo,10-30-20
6358666,,500.00,Rebate,04-15-20
6358814,,500.00,Rebate,04-18-20
6359054,50,1000.00,Rebate,05-16-20
6359170,,500.00,Rebate,04-18-20
6359790,,500.00,Rebate,05-01-20
6360179,100,1000.00,Rebate,05-26-20
6360789,100,1000.00,Rebate,04-29-20
6360919,,500.00,Rebate,04-27-20
6361057,,500.00,Rebate,04-24-20
6361218,,500.00,Rebate,04-25-20
6361371,250,1000.00,Rebate,04-25-20
6361481,50,1000.00,Rebate,05-11-20
6361621,,500.00,Rebate,04-24-20
6361638,,500.00,Rebate,04-24-20
6361638,,243.33,Retention-1,01-22-21
6361674,,500.00,Rebate,05-01-20
6361712,,929.00,Rebate,04-25-20
6361779,,1000.00,Rebate,05-05-20
6361779,,55.93,Retention-1,12-10-20
6361957,,500.00,Rebate,04-29-20
6362209,,500.00,Rebate,04-27-20
6362209,0,100.00,Retention-1,08-29-20
6362425,,500.00,Rebate,04-27-20
6362523,,500.00,Rebate,09-17-20
6362761,,500.00,Rebate,04-25-20
6362851,,1090.00,Rebate,04-29-20
6362925,,500.00,Rebate,04-25-20
6363121,,500.00,Rebate,04-29-20
6363651,,500.00,Rebate,05-01-20
6363696,,500.00,Rebate,04-29-20
6363971,,500.00,Rebate,04-27-20
6364547,,500.00,Rebate,05-05-20
6364587,0,350.00,Retention-1,12-11-20
6364587,50,500.00,Rebate,12-23-20
6364587,,228.00,Retention-2,07-27-21
6364778,,500.00,Rebate,04-29-20
6364972,,500.00,Rebate,05-06-20
6365119,,500.00,Rebate,10-15-20
6365169,,500.00,Rebate,05-01-20
6366674,,500.00,Rebate,05-02-20
6368282,,500.00,Rebate,05-08-20
6369427,50,1000.00,Rebate,06-18-20
6370324,,500.00,Rebate,05-11-20
6370574,50,1000.00,Rebate,05-20-20
6370617,50,1000.00,Rebate,06-01-20
6370860,,1000.00,Rebate,05-13-20
6370885,,1000.00,Rebate,05-13-20
6371071,50,1000.00,Rebate,05-16-20
6371096,,500.00,Rebate,05-13-20
6372646,50,1000.00,Rebate,05-16-20
6372835,50,1000.00,Rebate,05-16-20
6372835,,124.61,Retention-1,03-12-21
6373227,50,1000.00,Rebate,05-21-20
6373818,100,1000.00,Rebate,05-28-20
6374027,50,1000.00,Rebate,05-16-20
6374630,50,1000.00,Rebate,05-20-20
6374685,50,1000.00,Rebate,05-20-20
6374753,50,1000.00,Retention-1,10-30-20
6374873,50,1000.00,Rebate,05-20-20
6374873,0,685.19,Retention-1,08-26-20
6375124,50,1000.00,Rebate,05-26-20
6375585,50,1000.00,Rebate,05-20-20
6375844,50,1000.00,Rebate,05-21-20
6376004,50,1000.00,Rebate,05-20-20
6376309,50,1000.00,Rebate,05-20-20
6376410,,1000.00,Rebate,09-09-20
6376860,50,1000.00,Rebate,05-26-20
6377791,50,1000.00,Rebate,05-26-20
6377944,50,1000.00,Rebate,05-26-20
6378327,,500.00,Rebate,11-28-20
6379133,50,1000.00,Rebate,05-28-20
6379662,,500.00,Rebate,05-27-20
6380473,50,1000.00,Rebate,05-28-20
6380473,0,655.11,Retention-1,02-05-21
6380473,,45.00,Retention-2,06-08-21
6380596,100,1000.00,Rebate,06-01-20
6381384,50,1061.04,Rebate,09-17-20
6381815,50,1000.00,Rebate,06-01-20
6381821,50,1000.00,Rebate,06-01-20
6381821,,125.40,Retention-1,01-26-21
6382089,,1000.00,Rebate,06-08-20
6382120,50,1000.00,Rebate,06-15-20
6382120,0,120.00,Retention-1,09-21-20
6382120,0,375.00,Promo,10-27-20
6382842,50,1000.00,Rebate,06-01-20
6383509,50,1000.00,Rebate,06-08-20
6385140,50,1000.00,Rebate,06-08-20
6385272,50,1000.00,Rebate,06-24-20
6385604,0,171.75,Retention-1,10-27-20
6388078,,500.00,Rebate,07-20-20
6388991,50,1140.00,Rebate,07-27-20
6389176,50,1000.00,Rebate,07-16-20
6389176,0,116.51,Retention-1,11-10-20
6389176,0,116.51,Promo,12-03-20
6389845,50,1000.00,Rebate,06-11-20
6390000,50,1000.00,Rebate,06-11-20
6390169,50,1000.00,Rebate,06-22-20
6390326,50,1000.00,Rebate,06-11-20
6390326,,100.00,Retention-1,08-08-20
6390630,50,1000.00,Rebate,07-01-20
6392112,,1000.00,Rebate,08-03-20
6392112,50,1000.00,Retention-1,10-30-20
6392326,50,1000.00,Rebate,06-22-20
6392719,50,1000.00,Rebate,06-15-20
6393120,50,1000.00,Rebate,06-16-20
6394047,50,1000.00,Rebate,06-24-20
6394477,50,1000.00,Rebate,06-16-20
6394969,50,1000.00,Rebate,06-22-20
6395185,50,1000.00,Rebate,06-18-20
6400201,50,1000.00,Rebate,07-01-20
6403955,,1000.00,Rebate,07-27-20
6404654,,500.00,Rebate,07-01-20
6406220,,500.00,Rebate,07-06-20
6406220,,274.62,Retention-1,12-16-20
6406220,,274.62,Promo,02-04-21
6408597,,500.00,Rebate,07-13-20
6408927,,1000.00,Rebate,07-13-20
6409881,,1000.00,Rebate,07-27-20
6410234,,500.00,Rebate,07-13-20
6410607,,500.00,Rebate,07-13-20
6410865,,500.00,Rebate,09-09-20
6411663,,1000.00,Rebate,07-13-20
6412800,,672.00,Rebate,07-22-20
6413388,,500.00,Rebate,07-16-20
6413542,100,1000.00,Rebate,07-20-20
6415112,,500.00,Rebate,08-26-20
6415209,50,1000.00,Rebate,09-28-20
6415507,,774.78,Rebate,07-20-20
6415793,50,1000.00,Rebate,07-27-20
6415793,0,75.00,Retention-1,12-02-20
6415793,,646.48,Retention-2,11-18-21
6416102,0,2500.00,Promo,07-20-20
6416102,0,1088.00,Retention-1,08-12-20
6416102,50,1382.16,Rebate,09-23-20
6416580,50,871.08,Rebate,09-01-20
6416580,,128.21,Retention-1,01-21-22
6416614,50,1200.12,Rebate,07-29-20
6418150,,500.00,Rebate,08-14-20
6418193,,500.00,Rebate,07-24-20
6419117,,500.00,Rebate,07-22-20
6419142,,1000.00,Rebate,12-07-20
6419362,,639.12,Rebate,07-22-20
6419445,,500.00,Rebate,07-29-20
6419445,,639.00,Retention-1,01-28-21
6419488,,500.00,Rebate,07-29-20
6419631,,500.00,Rebate,07-24-20
6420545,,1000.00,Rebate,07-24-20
6420851,50,1200.72,Rebate,07-29-20
6420944,50,552.00,Rebate,08-03-20
6421061,,500.00,Rebate,07-24-20
6422000,50,540.00,Rebate,07-27-20
6423090,,500.00,Rebate,07-31-20
6423831,50,444.00,Rebate,07-31-20
6424018,0,500.00,Rebate,07-29-20
6424387,50,923.94,Rebate,08-08-20
6424994,,100.00,Rebate,07-28-21
6425050,,500.00,Rebate,07-29-20
6425275,50,1143.78,Rebate,08-20-20
6425275,,160.00,Retention-1,01-15-21
6425275,0,236.00,Retention-2,02-08-21
6425275,,947.29,Retention-3,09-17-21
6426113,50,1005.00,Rebate,07-31-20
6427140,,500.00,Rebate,07-31-20
6427687,,1000.00,Rebate,08-03-20
6427687,0,286.06,Retention-1,01-29-21
6428494,,500.00,Rebate,08-06-20
6428940,50,650.00,Rebate,08-03-20
6429397,,500.00,Rebate,08-04-20
6429535,50,1053.72,Rebate,08-04-20
6430035,,1000.00,Rebate,08-04-20
6430035,0,85.00,Retention-1,11-19-20
6430080,,1000.00,Rebate,08-04-20
6430235,100,1000.00,Rebate,08-05-20
6430558,50,702.00,Rebate,08-05-20
6430567,,500.00,Rebate,08-05-20
6430711,,1000.00,Rebate,08-17-20
6431441,50,1096.62,Rebate,08-06-20
6432337,50,1000.00,Rebate,08-08-20
6432337,,324.76,Retention-1,04-21-21
6432337,,166.13,Retention-2,05-25-21
6432337,,585.42,Retention-3,09-01-21
6432789,,1000.00,Rebate,08-08-20
6432789,,676.68,Promo,01-06-21
