OUR04363,01-10-2022,17071.40
OUR04187,01-10-2022,13112.56
OUR04000,01-10-2022,12196.39
OUR04124,01-10-2022,9191.57
OUR04111,01-10-2022,15212.83
OUR04025,01-10-2022,19895.41
OUR04263,01-10-2022,14058.80
OUR04207,01-10-2022,9849.19
OUR04269,01-10-2022,16885.42
OUR04288,01-10-2022,31462.59
OUR04292,01-10-2022,30096.88
OUR04052,01-10-2022,9368.32
OUR04081,01-10-2022,25815.97
OUR03925,01-10-2022,12125.97
OUR04357,01-10-2022,11446.37
OUR04168,01-10-2022,10799.61
OUR04189,01-10-2022,15479.72
OUR04250,01-10-2022,10544.10
OUR03895,01-10-2022,12125.97
OUR04337,01-10-2022,21709.30
OUR04519,01-11-2022,8997.00
OUR03833,01-11-2022,20666.60
OUR04526,01-11-2022,11552.50
OUR04509,01-11-2022,10404.00
OUR03995,01-11-2022,29379.01
OUR04515,01-11-2022,15133.00
OUR04519,01-11-2022,5398.20
OUR04526,01-11-2022,6931.50
OUR04509,01-11-2022,6242.40
OUR04515,01-11-2022,9079.80
OUR04127,01-11-2022,13883.66
OUR04072,01-11-2022,21294.30
OUR04379,01-11-2022,16900.80
OUR04077,01-11-2022,10039.08
OUR04071,01-11-2022,16592.36
OUR04106,01-11-2022,19895.76
OUR03986,01-11-2022,8178.93
OUR04516,01-11-2022,19365.50
OUR04356,01-11-2022,20084.00
OUR04326,01-11-2022,24081.22
OUR04495,01-12-2022,-2000.00
OUR04531,01-12-2022,1000.00
OUR04529,01-12-2022,2000.00
OUR04097,01-12-2022,-24496.00
OUR03815,01-12-2022,57024.00
OUR03994,01-12-2022,87232.11
OUR04528,01-12-2022,11250.00
OUR04532,01-12-2022,6053.25
OUR04514,01-12-2022,9523.50
OUR04534,01-12-2022,12287.00
OUR04528,01-12-2022,6750.00
OUR04532,01-12-2022,3631.95
OUR04514,01-12-2022,5714.10
OUR04534,01-12-2022,7372.20
OUR04423,01-12-2022,30126.00
OUR04208,01-12-2022,13801.65
OUR04284,01-12-2022,10962.85
OUR04294,01-12-2022,11002.52
OUR04390,01-12-2022,27615.50
OUR04276,01-12-2022,21088.20
OUR04202,01-12-2022,21478.10
TZ003823788,01-13-22,-53132.21
LW003893505,01-13-22,-26040.60
TZ003823788,01-13-22,-23100.96
0064M00000afKnPQAU,01-13-22,-13834.29
HN004258111,01-13-22,-12473.79
LW003893505,01-13-22,-11322.00
SR004189660,01-13-22,-9016.80
OUR04304,01-13-22,17.00
MJ003844755,01-13-22,155.43
XS004127967,01-13-22,251.15
GQ003908198,01-13-22,252.40
MJ003844755,01-13-22,490.00
RO004040887,01-13-22,528.36
GQ003908198,01-13-22,1173.00
OUR04433,01-13-22,1416.00
XS004127967,01-13-22,1683.00
OUR04446,01-13-22,5328.00
OUR04517,01-13-22,6482.75
OUR04342,01-13-22,6650.42
OUR04520,01-13-22,6732.00
OUR04517,01-13-22,6949.51
OUR04523,01-13-22,7656.00
OUR04438,01-13-22,9768.00
OUR04154,01-13-22,10434.60
OUR04477,01-13-22,13068.00
OUR04525,01-13-22,13104.00
OUR04279,01-13-22,-10301.75
OUR04536,01-13-22,14148.75
OUR04536,01-13-22,14276.09
OUR04467,01-13-22,14754.45
OUR04522,01-13-22,17226.00
XS004127967,01-13-22,17329.11
OUR04319,01-13-22,-10944.25
OUR04252,01-13-22,20515.00
OUR04538,01-13-22,9086.50
OUR04315,01-13-22,27291.60
OUR04542,01-13-22,12802.00
OUR04169,01-13-22,43400.00
OUR04458,01-13-22,13750.00
OUR04545,01-13-22,12692.50
OUR04541,01-13-22,10512.00
OUR04546,01-13-22,9890.50
OUR04533,01-13-22,13740.00
OUR04538,01-13-22,5451.90
OUR04542,01-13-22,7681.20
OUR04458,01-13-22,8250.00
OUR04545,01-13-22,7615.65
OUR04541,01-13-22,6307.20
OUR04546,01-13-22,5934.30
OUR04533,01-13-22,8244.00
OUR04465,01-13-22,25882.25
OUR04386,01-13-22,31547.95
OUR04044,01-13-22,17605.00
OUR04530,01-14-22,2000.00
OUR04110,01-14-22,3580.00
OUR04100,01-14-22,5127.20
OUR04335,01-14-22,2000.00
OUR04551,01-14-22,23108.00
OUR04544,01-14-22,9890.50
OUR04552,01-14-22,14800.00
OUR04550,01-14-22,10336.25
OUR04551,01-14-22,13864.80
OUR04544,01-14-22,5934.30
OUR04552,01-14-22,8880.00
OUR04550,01-14-22,6201.75
OUR04435,01-14-22,11327.38
OUR04400,01-14-22,13067.15
OUR04408,01-14-22,13067.15
OUR04217,01-14-22,14436.10
OUR04253,01-14-22,27615.50
OUR04573,01-17-22,2000.00
OUR04384,01-17-22,22595.00
OUR04255,01-17-22,39200.00
JB003930730,01-18-22,359.04
KY004010998,01-18-22,441.36
OUR04564,01-18-22,2000.00
OUR04575,01-18-22,7661.25
OUR04576,01-18-22,10944.50
OUR04565,01-18-22,9223.00
OUR04572,01-18-22,9561.75
OUR04556,01-18-22,10547.75
OUR04591,01-18-22,8857.00
OUR04583,01-18-22,12776.00
OUR04524,01-18-22,5544.00
OUR04557,01-18-22,5350.75
OUR04506,01-18-22,11250.00
OUR04562,01-18-22,5832.50
OUR04561,01-18-22,15471.00
OUR04547,01-18-22,3250.00
OUR04540,01-18-22,15414.00
OUR04571,01-18-22,6620.75
OUR04590,01-18-22,4860.50
OUR04563,01-18-22,16039.25
OUR04587,01-18-22,13962.50
OUR04569,01-18-22,11971.25
OUR04579,01-18-22,7161.00
OUR04585,01-18-22,9915.25
OUR04559,01-18-22,5999.25
OUR04537,01-18-22,8902.54
OUR04575,01-18-22,4596.75
OUR04576,01-18-22,6566.70
OUR04565,01-18-22,5533.80
OUR04572,01-18-22,5737.05
OUR04556,01-18-22,6328.65
OUR04591,01-18-22,5314.20
OUR04583,01-18-22,7665.60
OUR04557,01-18-22,3210.45
OUR04506,01-18-22,6750.00
OUR04562,01-18-22,3499.50
OUR04561,01-18-22,9282.60
OUR04547,01-18-22,1950.00
OUR04540,01-18-22,9248.70
OUR04571,01-18-22,3972.45
OUR04590,01-18-22,2916.30
OUR04334,01-18-22,16149.22
OUR04381,01-18-22,18256.94
OUR04092,01-18-22,18400.00
OUR04563,01-18-22,9623.55
OUR04285,01-18-22,26800.00
OUR04190,01-18-22,29424.58
OUR04587,01-18-22,8215.50
KY004010998,01-18-22,30454.32
OUR04161,01-18-22,33660.23
OUR04341,01-18-22,34782.73
OUR04314,01-18-22,35880.00
OUR04569,01-18-22,7182.75
OUR04579,01-18-22,4296.60
OUR04585,01-18-22,5949.15
OUR04559,01-18-22,3599.55
OUR04231,01-18-22,19797.80
OUR04367,01-18-22,30126.00
OUR04584,01-19-22,7909.75
OUR04584,01-19-22,10638.61
3184666,01-19-22,15238.13
OUR04603,01-19-22,13331.50
OUR04597,01-19-22,5431.75
OUR04596,01-19-22,13964.25
OUR04603,01-19-22,7998.90
OUR04597,01-19-22,3259.05
OUR04596,01-19-22,8378.55
OUR03587,01-20-22,25.21
CS004143268,01-20-22,54.22
OUR04373,01-20-22,2000.00
OUR04555,01-20-22,7128.00
OUR04581,01-20-22,13588.00
OUR04398,01-20-22,10250.00
OUR04398,01-20-22,10485.75
OUR04580,01-20-22,10706.45
EE004294774,01-20-22,11088.00
OUR04543,01-20-22,11832.00
OUR04598,01-20-22,12672.00
OUR04604,01-20-22,8300.00
OUR04535,01-20-22,13860.00
OUR04566,01-20-22,14208.00
OUR04553,01-20-22,18432.00
WZ004123684,01-20-22,31201.80
OUR04605,01-20-22,5331.75
OUR04609,01-20-22,5735.75
OUR04581,01-20-22,8152.80
OUR04604,01-20-22,4980.00
OUR04605,01-20-22,3199.05
OUR04609,01-20-22,3441.45
OUR04601,01-21-22,8951.25
OUR04592,01-21-22,12539.00
OUR04614,01-21-22,6377.75
OUR04619,01-21-22,5670.00
OUR04578,01-21-22,12396.25
OUR04601,01-21-22,5370.75
OUR04592,01-21-22,7523.40
OUR04614,01-21-22,3826.65
OUR04619,01-21-22,3402.00
OUR04578,01-21-22,7438.05
WR004100724,01-24-22,154.03
KF003954832,01-24-22,208.30
VQ004184529,01-24-22,312.81
XM003892720,01-24-22,401.82
OUR04617,01-24-22,2000.00
OUR04377,01-24-22,3800.00
OUR04255-C,01-24-22,-11068.75
OUR04574,01-24-22,6702.00
OUR04623,01-24-22,8798.75
OUR04628,01-24-22,9498.50
OUR04624,01-24-22,18608.50
OUR04626,01-24-22,6415.75
OUR04607,01-24-22,5788.75
OUR04621,01-24-22,6332.25
OUR04625,01-24-22,9010.75
OUR04586,01-24-22,10336.50
OUR04377,01-24-22,7000.00
OUR04512,01-24-22,12000.00
OUR04574,01-24-22,4021.20
OUR04623,01-24-22,5099.25
OUR04628,01-24-22,5699.10
OUR04624,01-24-22,11165.10
OUR04626,01-24-22,3849.45
OUR04599,01-24-22,11088.00
OUR04602,01-24-22,11132.67
OUR04607,01-24-22,3473.25
OUR04621,01-24-22,3799.35
OUR04625,01-24-22,5406.45
OUR04586,01-24-22,6201.90
OUR04606,01-24-22,14256.00
KF003954832,01-24-22,14372.69
OUR04512,01-24-22,7200.00
OUR04456,01-24-22,15563.09
OUR04380,01-24-22,12347.64
OUR04375,01-24-22,30126.00
CS004143268,01-24-22,17255.76
OUR04266,01-24-22,14979.65
OUR04600,01-24-22,19200.00
OUR04336,01-24-22,24911.69
OUR04413,01-24-22,22594.50
OUR04332,01-24-22,16836.92
OUR04365,01-24-22,28368.65
VQ004184529,01-24-22,21583.55
UM004176790,01-24-22,21677.04
OUR04411,01-24-22,20325.01
OUR04230,01-24-22,26407.50
OUR04421,01-24-22,10936.24
EV003945325,01-24-22,26553.39
OUR04376,01-24-22,15247.77
OUR04461,01-24-22,20968.20
OUR04401,01-24-22,6527.30
OUR04500,01-24-22,6196.96
OUR04452,01-24-22,20750.79
OUR04354,01-24-22,20271.28
PY003753559,01-25-22,-55151.87
TZ003823788,01-25-22,-53132.21
PY003753559,01-25-22,-23979.07
TZ003823788,01-25-22,-23100.96
OUR04517,01-25-22,-13432.26
WA004018761,01-25-22,-213.68
OUR03886,01-25-22,548.00
OUR04593,01-25-22,2000.00
OUR04582,01-25-22,2000.00
OUR04342,01-25-22,2439.58
WO004221253,01-25-22,2439.58
OUR04496,01-25-22,5250.00
OUR04496,01-25-22,5297.25
OUR04134,01-25-22,8000.00
OUR04618,01-25-22,8712.00
OI003842563,01-25-22,10041.06
LW003893505,01-25-22,11322.00
NR003884793,01-25-22,12076.80
OUR04612,01-25-22,13782.90
OUR04612,01-25-22,16415.42
OUR04333,01-25-22,19891.19
TZ003823788,01-25-22,23100.96
TZ003823788,01-25-22,23100.96
PY003753559,01-25-22,23979.07
PY003753559,01-25-22,23979.07
LW003893505,01-25-22,26040.60
NR003884793,01-25-22,27776.64
OUR04476,01-25-22,38686.00
TZ003823788,01-25-22,53132.21
TZ003823788,01-25-22,53132.21
PY003753559,01-25-22,55151.87
PY003753559,01-25-22,55151.87
OUR04072,01-25-22,-3680.00
OUR04632,01-25-22,11228.00
OUR04630,01-25-22,7380.00
OUR04640,01-25-22,11109.50
OUR04642,01-25-22,8998.75
